advertiser_id,advertiser_name,id,title,description,link,image_link,additional_image_link,mobile_link,virtual_model_link,aw_deep_link,aw_mobile_link,google_product_category,product_type,gtin,mpn,brand,identifier_exists,availability,availability_date,expiration_date,price,sale_price,sale_price_effective_date,unit_pricing_measure,unit_pricing_base_measure,installment,subscription_cost,loyalty_program,condition,adult,multipack,is_bundle,energy_efficiency_class,min_energy_efficiency_class,max_energy_efficiency_class,age_group,color,gender,material,pattern,size,size_type,size_system,item_group_id,product_weight,product_height,product_width,product_length,product_detail,product_highlight,certification,lifestyle_image_link,shipping,shipping_weight,shipping_height,shipping_width,shipping_length,min_handling_time,max_handling_time,ships_from_country,tax
67740,EVDANCE,50145148731714,"EVDANCE J1772 EV Extension Cord  40A 21/30/40 FT - 21FT","Extend Your Charging Reach: The J1772 EV Charger Extension Cord is the perfect accessory for expanding the range of your EV charging. It's compatible with Level 1 and Level 2 chargers featuring J1772 connectors, providing flexibility for various charging setups. Please note that a J1772 adapter (not included) is required for Tesla vehicles. Powerful 40 Amps with 21FT Cable: This extension cord supports up to 40 amps of charging power. It comes with a heavy-duty 21FT outdoor cable, offering both ample power and reach to efficiently charge your electric vehicle. Extend Your Charging Reach: The J1772 EV Charger Extension Cord is the perfect accessory for extending your EV charging range. It is compatible with Level 1 and Level 2 chargers featuring J1772 connectors, providing flexibility for various charging setups. Please note that a J1772 adapter (not included) is required for Tesla vehicles. Enhanced Conductivity: The inlet of this extension cord features silver plating, ensuring excellent conductivity and preventing overheating during charging sessions. Built to Last: Crafted from high-strength Polycarbonate PC Material, this extension cord is designed for longevity. It offers exceptional durability for long-term use, and its waterproof design (IP66 rated) provides peace of mind, allowing you to use it confidently in any weather condition. EVDANCE 12 Months Warranty: EVDANCE provides a 12-month warranty from the date of purchase. If you encounter any issues with your charger that are due to manufacturing defects or workmanship during this period, our dedicated team will assist you in resolving the matter promptly.",https://evdances.com/products/evdance-j1772-extension-cord-40a-21ft?variant=50145148731714,https://cdn.shopify.com/s/files/1/0809/1975/7122/files/21FT-40A-9.6KW_95ffc284-ba2e-4ee4-b478-294a5c6dd355.jpg?v=1733972864,,,,https://www.awin1.com/cread.php?awinmid=67740&awinaffid=3002879&ued=https%3A%2F%2Fevdances.com%2Fproducts%2Fevdance-j1772-extension-cord-40a-21ft%3Fvariant%3D50145148731714,,"Vehicles & Parts > Vehicle Parts & Accessories",,673393483622,EV-100-0036,EVDANCE,1,in_stock,,,"199.95 USD",,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67740,EVDANCE,50145148764482,"EVDANCE J1772 EV Extension Cord  40A 21/30/40 FT - 30FT","Extend Your Charging Reach: The J1772 EV Charger Extension Cord is the perfect accessory for expanding the range of your EV charging. It's compatible with Level 1 and Level 2 chargers featuring J1772 connectors, providing flexibility for various charging setups. Please note that a J1772 adapter (not included) is required for Tesla vehicles. Powerful 40 Amps with 21FT Cable: This extension cord supports up to 40 amps of charging power. It comes with a heavy-duty 21FT outdoor cable, offering both ample power and reach to efficiently charge your electric vehicle. Extend Your Charging Reach: The J1772 EV Charger Extension Cord is the perfect accessory for extending your EV charging range. It is compatible with Level 1 and Level 2 chargers featuring J1772 connectors, providing flexibility for various charging setups. Please note that a J1772 adapter (not included) is required for Tesla vehicles. Enhanced Conductivity: The inlet of this extension cord features silver plating, ensuring excellent conductivity and preventing overheating during charging sessions. Built to Last: Crafted from high-strength Polycarbonate PC Material, this extension cord is designed for longevity. It offers exceptional durability for long-term use, and its waterproof design (IP66 rated) provides peace of mind, allowing you to use it confidently in any weather condition. EVDANCE 12 Months Warranty: EVDANCE provides a 12-month warranty from the date of purchase. If you encounter any issues with your charger that are due to manufacturing defects or workmanship during this period, our dedicated team will assist you in resolving the matter promptly.",https://evdances.com/products/evdance-j1772-extension-cord-40a-21ft?variant=50145148764482,https://cdn.shopify.com/s/files/1/0809/1975/7122/files/30FT-40A-9.6KW_c948cc76-9445-44a0-b571-998fe64e76de.jpg?v=1733972864,,,,https://www.awin1.com/cread.php?awinmid=67740&awinaffid=3002879&ued=https%3A%2F%2Fevdances.com%2Fproducts%2Fevdance-j1772-extension-cord-40a-21ft%3Fvariant%3D50145148764482,,"Vehicles & Parts > Vehicle Parts & Accessories",,,EV-100-0016,EVDANCE,1,in_stock,,,"279.95 USD",,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67740,EVDANCE,50145148797250,"EVDANCE J1772 EV Extension Cord  40A 21/30/40 FT - 40FT","Extend Your Charging Reach: The J1772 EV Charger Extension Cord is the perfect accessory for expanding the range of your EV charging. It's compatible with Level 1 and Level 2 chargers featuring J1772 connectors, providing flexibility for various charging setups. Please note that a J1772 adapter (not included) is required for Tesla vehicles. Powerful 40 Amps with 21FT Cable: This extension cord supports up to 40 amps of charging power. It comes with a heavy-duty 21FT outdoor cable, offering both ample power and reach to efficiently charge your electric vehicle. Extend Your Charging Reach: The J1772 EV Charger Extension Cord is the perfect accessory for extending your EV charging range. It is compatible with Level 1 and Level 2 chargers featuring J1772 connectors, providing flexibility for various charging setups. Please note that a J1772 adapter (not included) is required for Tesla vehicles. Enhanced Conductivity: The inlet of this extension cord features silver plating, ensuring excellent conductivity and preventing overheating during charging sessions. Built to Last: Crafted from high-strength Polycarbonate PC Material, this extension cord is designed for longevity. It offers exceptional durability for long-term use, and its waterproof design (IP66 rated) provides peace of mind, allowing you to use it confidently in any weather condition. EVDANCE 12 Months Warranty: EVDANCE provides a 12-month warranty from the date of purchase. If you encounter any issues with your charger that are due to manufacturing defects or workmanship during this period, our dedicated team will assist you in resolving the matter promptly.",https://evdances.com/products/evdance-j1772-extension-cord-40a-21ft?variant=50145148797250,https://cdn.shopify.com/s/files/1/0809/1975/7122/files/40FT-40A-9.6KW_188e6e82-b41b-40f5-848a-9fba9eb2fb44.jpg?v=1733972864,,,,https://www.awin1.com/cread.php?awinmid=67740&awinaffid=3002879&ued=https%3A%2F%2Fevdances.com%2Fproducts%2Fevdance-j1772-extension-cord-40a-21ft%3Fvariant%3D50145148797250,,"Vehicles & Parts > Vehicle Parts & Accessories",,842193115389,EV-200-0010,EVDANCE,1,in_stock,,,"289.95 USD",,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67740,EVDANCE,47609521111362,"EVDANCE J1772 EV Extension Cord 32A-50A 21/40 FT - 32A / 21FT","*SHIPS WITHIN 1 - 2 WORKING DAYS Extend Your Charging Reach: The J1772 EV Charger Extension Cord is the perfect EV charging accessory for extending your charging range. Compatible with Level 1 and Level 2 chargers featuring J1772 connectors, it provides flexibility for various charging setups. Reminder: Tesla Vehicle requires a J1772 adapter(not included). Powerful 32&40&50 Amp with 21&40 ft Cable: With support for up to 32&40&50 amps charging, this extension cord comes with a heavy-duty 21&40ft / 12m outdoor cable, offering both power and reach to efficiently charge your electric vehicle. Enhanced Conductivity: The inlet of this extension cord features silver plating, ensuring excellent conductivity and preventing overheating during charging sessions. Built to Last: Crafted from high-strength Polycarbonate PC Material, this extension cord is designed for longevity, offering exceptional durability for long-term use. Its waterproof design (IP 66 rated) provides peace of mind, allowing you to use it confidently in any weather condition. EVDANCE 12 Months Warranty: EVDANCE covers a period of 12 months from the date of purchase. During this time, if you encounter any issues with your charger that are due to manufacturing defects or workmanship, Our dedicated team will assist you in resolving the matter promptly.",https://evdances.com/products/evdance-j1772-ev-extension-cable?variant=47609521111362,https://cdn.shopify.com/s/files/1/0809/1975/7122/files/21FT-32A-7.68KW_943ff19d-f3c3-45a5-be69-5ea6afffb301.jpg?v=1733972791,,,,https://www.awin1.com/cread.php?awinmid=67740&awinaffid=3002879&ued=https%3A%2F%2Fevdances.com%2Fproducts%2Fevdance-j1772-ev-extension-cable%3Fvariant%3D47609521111362,,"Vehicles & Parts > Vehicle Parts & Accessories",,662762447785,EV-100-0017,EVDANCE,1,in_stock,,,"199.95 USD",,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67740,EVDANCE,50125661274434,"EVDANCE J1772 EV Extension Cord 32A-50A 21/40 FT - 32A / 40FT","*SHIPS WITHIN 1 - 2 WORKING DAYS Extend Your Charging Reach: The J1772 EV Charger Extension Cord is the perfect EV charging accessory for extending your charging range. Compatible with Level 1 and Level 2 chargers featuring J1772 connectors, it provides flexibility for various charging setups. Reminder: Tesla Vehicle requires a J1772 adapter(not included). Powerful 32&40&50 Amp with 21&40 ft Cable: With support for up to 32&40&50 amps charging, this extension cord comes with a heavy-duty 21&40ft / 12m outdoor cable, offering both power and reach to efficiently charge your electric vehicle. Enhanced Conductivity: The inlet of this extension cord features silver plating, ensuring excellent conductivity and preventing overheating during charging sessions. Built to Last: Crafted from high-strength Polycarbonate PC Material, this extension cord is designed for longevity, offering exceptional durability for long-term use. Its waterproof design (IP 66 rated) provides peace of mind, allowing you to use it confidently in any weather condition. EVDANCE 12 Months Warranty: EVDANCE covers a period of 12 months from the date of purchase. During this time, if you encounter any issues with your charger that are due to manufacturing defects or workmanship, Our dedicated team will assist you in resolving the matter promptly.",https://evdances.com/products/evdance-j1772-ev-extension-cable?variant=50125661274434,https://cdn.shopify.com/s/files/1/0809/1975/7122/files/40FT-32A-7.68KW_77183ead-374b-46d0-947d-c8e21fc0b0c7.jpg?v=1733972791,,,,https://www.awin1.com/cread.php?awinmid=67740&awinaffid=3002879&ued=https%3A%2F%2Fevdances.com%2Fproducts%2Fevdance-j1772-ev-extension-cable%3Fvariant%3D50125661274434,,"Vehicles & Parts > Vehicle Parts & Accessories",,842193115372,EV-100-0018,EVDANCE,1,in_stock,,,"279.95 USD",,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67740,EVDANCE,46072726618434,"EVDANCE J1772 EV Extension Cord 32A-50A 21/40 FT - 40A / 21FT","*SHIPS WITHIN 1 - 2 WORKING DAYS Extend Your Charging Reach: The J1772 EV Charger Extension Cord is the perfect EV charging accessory for extending your charging range. Compatible with Level 1 and Level 2 chargers featuring J1772 connectors, it provides flexibility for various charging setups. Reminder: Tesla Vehicle requires a J1772 adapter(not included). Powerful 32&40&50 Amp with 21&40 ft Cable: With support for up to 32&40&50 amps charging, this extension cord comes with a heavy-duty 21&40ft / 12m outdoor cable, offering both power and reach to efficiently charge your electric vehicle. Enhanced Conductivity: The inlet of this extension cord features silver plating, ensuring excellent conductivity and preventing overheating during charging sessions. Built to Last: Crafted from high-strength Polycarbonate PC Material, this extension cord is designed for longevity, offering exceptional durability for long-term use. Its waterproof design (IP 66 rated) provides peace of mind, allowing you to use it confidently in any weather condition. EVDANCE 12 Months Warranty: EVDANCE covers a period of 12 months from the date of purchase. During this time, if you encounter any issues with your charger that are due to manufacturing defects or workmanship, Our dedicated team will assist you in resolving the matter promptly.",https://evdances.com/products/evdance-j1772-ev-extension-cable?variant=46072726618434,https://cdn.shopify.com/s/files/1/0809/1975/7122/files/21FT-40A-9.6KW_60ec5651-f9ce-4bc3-a31a-dca360f8b14d.jpg?v=1733972791,,,,https://www.awin1.com/cread.php?awinmid=67740&awinaffid=3002879&ued=https%3A%2F%2Fevdances.com%2Fproducts%2Fevdance-j1772-ev-extension-cable%3Fvariant%3D46072726618434,,"Vehicles & Parts > Vehicle Parts & Accessories",,635812595002,EV-100-0036,EVDANCE,1,in_stock,,,"199.95 USD",,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67740,EVDANCE,50125661307202,"EVDANCE J1772 EV Extension Cord 32A-50A 21/40 FT - 40A / 40FT","*SHIPS WITHIN 1 - 2 WORKING DAYS Extend Your Charging Reach: The J1772 EV Charger Extension Cord is the perfect EV charging accessory for extending your charging range. Compatible with Level 1 and Level 2 chargers featuring J1772 connectors, it provides flexibility for various charging setups. Reminder: Tesla Vehicle requires a J1772 adapter(not included). Powerful 32&40&50 Amp with 21&40 ft Cable: With support for up to 32&40&50 amps charging, this extension cord comes with a heavy-duty 21&40ft / 12m outdoor cable, offering both power and reach to efficiently charge your electric vehicle. Enhanced Conductivity: The inlet of this extension cord features silver plating, ensuring excellent conductivity and preventing overheating during charging sessions. Built to Last: Crafted from high-strength Polycarbonate PC Material, this extension cord is designed for longevity, offering exceptional durability for long-term use. Its waterproof design (IP 66 rated) provides peace of mind, allowing you to use it confidently in any weather condition. EVDANCE 12 Months Warranty: EVDANCE covers a period of 12 months from the date of purchase. During this time, if you encounter any issues with your charger that are due to manufacturing defects or workmanship, Our dedicated team will assist you in resolving the matter promptly.",https://evdances.com/products/evdance-j1772-ev-extension-cable?variant=50125661307202,https://cdn.shopify.com/s/files/1/0809/1975/7122/files/40FT-40A-9.6KW_6e048415-3f35-41b2-a06a-a0e7c24058b5.jpg?v=1733972791,,,,https://www.awin1.com/cread.php?awinmid=67740&awinaffid=3002879&ued=https%3A%2F%2Fevdances.com%2Fproducts%2Fevdance-j1772-ev-extension-cable%3Fvariant%3D50125661307202,,"Vehicles & Parts > Vehicle Parts & Accessories",,842193115389,EV-200-0010,EVDANCE,1,in_stock,,,"289.95 USD",,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67740,EVDANCE,52925704732994,"EVDANCE J1772 EV Extension Cord 32A-50A 21/40 FT - 40A / 30FT","*SHIPS WITHIN 1 - 2 WORKING DAYS Extend Your Charging Reach: The J1772 EV Charger Extension Cord is the perfect EV charging accessory for extending your charging range. Compatible with Level 1 and Level 2 chargers featuring J1772 connectors, it provides flexibility for various charging setups. Reminder: Tesla Vehicle requires a J1772 adapter(not included). Powerful 32&40&50 Amp with 21&40 ft Cable: With support for up to 32&40&50 amps charging, this extension cord comes with a heavy-duty 21&40ft / 12m outdoor cable, offering both power and reach to efficiently charge your electric vehicle. Enhanced Conductivity: The inlet of this extension cord features silver plating, ensuring excellent conductivity and preventing overheating during charging sessions. Built to Last: Crafted from high-strength Polycarbonate PC Material, this extension cord is designed for longevity, offering exceptional durability for long-term use. Its waterproof design (IP 66 rated) provides peace of mind, allowing you to use it confidently in any weather condition. EVDANCE 12 Months Warranty: EVDANCE covers a period of 12 months from the date of purchase. During this time, if you encounter any issues with your charger that are due to manufacturing defects or workmanship, Our dedicated team will assist you in resolving the matter promptly.",https://evdances.com/products/evdance-j1772-ev-extension-cable?variant=52925704732994,https://cdn.shopify.com/s/files/1/0809/1975/7122/files/40FT-50A-12kW_9eac22b4-fc6c-4d50-a1f4-9de375a9cc37.jpg?v=1733972791,,,,https://www.awin1.com/cread.php?awinmid=67740&awinaffid=3002879&ued=https%3A%2F%2Fevdances.com%2Fproducts%2Fevdance-j1772-ev-extension-cable%3Fvariant%3D52925704732994,,"Vehicles & Parts > Vehicle Parts & Accessories",,,EV-100-0016,EVDANCE,1,in_stock,,,"279.95 USD",,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67740,EVDANCE,47609521176898,"EVDANCE J1772 EV Extension Cord 32A-50A 21/40 FT - 50A / 21FT","*SHIPS WITHIN 1 - 2 WORKING DAYS Extend Your Charging Reach: The J1772 EV Charger Extension Cord is the perfect EV charging accessory for extending your charging range. Compatible with Level 1 and Level 2 chargers featuring J1772 connectors, it provides flexibility for various charging setups. Reminder: Tesla Vehicle requires a J1772 adapter(not included). Powerful 32&40&50 Amp with 21&40 ft Cable: With support for up to 32&40&50 amps charging, this extension cord comes with a heavy-duty 21&40ft / 12m outdoor cable, offering both power and reach to efficiently charge your electric vehicle. Enhanced Conductivity: The inlet of this extension cord features silver plating, ensuring excellent conductivity and preventing overheating during charging sessions. Built to Last: Crafted from high-strength Polycarbonate PC Material, this extension cord is designed for longevity, offering exceptional durability for long-term use. Its waterproof design (IP 66 rated) provides peace of mind, allowing you to use it confidently in any weather condition. EVDANCE 12 Months Warranty: EVDANCE covers a period of 12 months from the date of purchase. During this time, if you encounter any issues with your charger that are due to manufacturing defects or workmanship, Our dedicated team will assist you in resolving the matter promptly.",https://evdances.com/products/evdance-j1772-ev-extension-cable?variant=47609521176898,https://cdn.shopify.com/s/files/1/0809/1975/7122/files/21FT-50A-12kW_1fd11f44-aef2-4e82-a71a-7b061383d915.jpg?v=1733972791,,,,https://www.awin1.com/cread.php?awinmid=67740&awinaffid=3002879&ued=https%3A%2F%2Fevdances.com%2Fproducts%2Fevdance-j1772-ev-extension-cable%3Fvariant%3D47609521176898,,"Vehicles & Parts > Vehicle Parts & Accessories",,623191965561,EV-100-0042,EVDANCE,1,in_stock,,,"209.95 USD",,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67740,EVDANCE,50125661339970,"EVDANCE J1772 EV Extension Cord 32A-50A 21/40 FT - 50A / 40FT","*SHIPS WITHIN 1 - 2 WORKING DAYS Extend Your Charging Reach: The J1772 EV Charger Extension Cord is the perfect EV charging accessory for extending your charging range. Compatible with Level 1 and Level 2 chargers featuring J1772 connectors, it provides flexibility for various charging setups. Reminder: Tesla Vehicle requires a J1772 adapter(not included). Powerful 32&40&50 Amp with 21&40 ft Cable: With support for up to 32&40&50 amps charging, this extension cord comes with a heavy-duty 21&40ft / 12m outdoor cable, offering both power and reach to efficiently charge your electric vehicle. Enhanced Conductivity: The inlet of this extension cord features silver plating, ensuring excellent conductivity and preventing overheating during charging sessions. Built to Last: Crafted from high-strength Polycarbonate PC Material, this extension cord is designed for longevity, offering exceptional durability for long-term use. Its waterproof design (IP 66 rated) provides peace of mind, allowing you to use it confidently in any weather condition. EVDANCE 12 Months Warranty: EVDANCE covers a period of 12 months from the date of purchase. During this time, if you encounter any issues with your charger that are due to manufacturing defects or workmanship, Our dedicated team will assist you in resolving the matter promptly.",https://evdances.com/products/evdance-j1772-ev-extension-cable?variant=50125661339970,https://cdn.shopify.com/s/files/1/0809/1975/7122/files/40FT-50A-12kW_7ef54d25-eb73-483b-9582-59d5ff397c23.jpg?v=1733972791,,,,https://www.awin1.com/cread.php?awinmid=67740&awinaffid=3002879&ued=https%3A%2F%2Fevdances.com%2Fproducts%2Fevdance-j1772-ev-extension-cable%3Fvariant%3D50125661339970,,"Vehicles & Parts > Vehicle Parts & Accessories",,842193115396,EV-100-0047,EVDANCE,1,in_stock,,,"299.95 USD",,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
